userid,groupid
11583293,4
11583294,7
11583295,7
11594253,1
11594254,1
11594257,7
11594258,7
11594261,5
11594270,3
11594353,5
11600366,4
11607549,7
11607550,7
11607551,3
11609376,7
11609392,4
11609393,1
11609395,7
11609397,5
11609406,7
11609544,7
11609546,4
11609550,4
11609820,3
11634191,4
11642200,7
11642201,5
11642202,0
11642206,3
11642207,4
11651616,1
11651624,7
11651626,7
11651627,4
11651629,7
11651630,7
11651641,3
11651642,1
11651647,4
11655959,7
11655961,1
11663104,7
11663105,5
11663110,5
11663111,5
11663112,1
11663117,7
11663119,0
11663121,3
11663129,3
11663135,5
11663139,5
11663141,1
11663143,5
11663145,7
11663147,7
11663148,0
11663149,3
11663150,3
11663155,3
11663156,7
11663157,1
11663163,0
11663167,5
11663168,1
11663169,7
11663171,1
11663172,1
11663174,7
11663180,1
11663181,3
11663191,4
11663193,1
11663194,3
11663197,7
11663198,4
11663209,7
11663214,7
11663216,1
11663217,3
11663220,3
11663221,1
11663231,7
11663305,5
11663306,3
11663307,4
11663308,7
11663311,7
11663506,1
11663529,7
11663539,3
11678664,7
11698027,3
11798128,1
11811416,5
11811417,1
11811418,7
11821792,4
11821794,7
11821795,7
11821796,5
11821797,7
11821817,0
11821818,1
11821819,7
11821822,3
11824285,4
11835920,5
11835921,3
11835925,5
11835929,7
11835933,6
11835935,5
11835948,7
11835962,1
11835963,7
11835964,1
11835966,4
11875872,4
11875873,4
11875896,5
11875900,2
11875901,1
11875902,3
11875903,4
11890024,4
11890025,4
11890028,7
11890029,4
11898644,8
11898675,5
11898726,8
11898780,8
11898838,5
11898873,8
11910208,7
11910211,3
11910215,7
11910216,1
11910218,7
11910221,7
11910224,7
11910227,7
11910229,4
11910231,0
11910235,3
11910238,1
11910255,1
11913379,1
11947334,8
11948626,5
11948644,7
11948646,3
11951693,7
11960754,4
11982273,7
11982274,4
11982276,4
11982279,4
11982281,3
11982282,4
11982284,4
11982285,4
11982286,4
11983872,7
11983880,5
11983888,1
11983889,7
11983896,7
11983900,1
11983911,3
11983915,1
11983916,3
11983917,7
11983919,4
11990136,8
11992023,0
12007911,1
12019432,1
12019434,3
12019437,1
12027932,1
12034435,5
12037334,4
12037335,4
12037353,7
12037358,1
12054328,3
12054329,4
12054332,7
12054333,3
12054334,1
12069932,8
12090768,4
12090769,4
12103376,5
12103397,1
12103398,7
12103401,0
12103402,1
12103403,4
12103404,4
12103405,7
12103407,4
12110803,4
12110804,1
12110805,1
12110822,5
12110826,7
12110827,5
12110829,7
12110830,7
12110831,5
12117377,5
12117379,7
12117386,3
12117387,3
12117398,4
12117401,1
12117402,7
12117405,1
12117406,5
12117456,7
12117458,5
12117487,3
12117494,3
12117498,4
12117499,1
12117502,1
12146529,7
12146537,3
12146539,5
12146557,5
12146559,7
12162464,5
12170426,6
12170428,7
12181484,6
12182039,1
12182041,7
12205666,1
12205669,1
12205671,7
12205693,0
12205694,3
12213470,1
12215555,5
12215556,5
12215560,5
12215566,7
12215567,5
12215580,3
12215665,3
12215669,3
12215671,1
12225811,3
12225839,4
12229587,1
12229588,7
12231415,3
12263427,7
12263428,3
12263431,7
12263434,1
12263436,3
12263437,4
12263439,4
12263538,1
12280161,7
12280162,1
12280164,7
12280166,1
12280167,0
12280168,4
12280174,5
12285475,3
12285476,4
12285477,4
12285478,4
12285479,7
12285480,1
12285482,4
12285483,1
12290209,7
12290213,7
12294689,4
12294692,3
12294695,4
12294699,5
12299062,7
12301171,1
12302691,4
12302712,7
12302714,4
12304998,7
12304999,1
12328721,1
12328743,1
12328744,1
12328748,3
12328749,7
12328750,3
12336068,1
12336069,5
12336070,3
12342561,5
12342562,1
12342572,1
12342573,7
12342574,4
12342575,4
12353062,5
12353064,7
12362857,1
12375105,4
12375666,1
12381251,7
12381252,4
12381253,5
12381254,4
12381275,5
12381276,0
12381277,7
12381278,3
12381279,4
12386097,7
12386099,4
12386100,4
12386101,4
12386102,7
12386103,0
12386104,3
12393521,3
12393664,1
12393665,1
12393675,1
12393676,3
12393677,7
12393681,7
12393682,1
12393683,4
12393684,4
12393689,3
12393696,7
12393698,7
12393699,7
12393700,5
12393704,1
12393706,3
12393710,4
12393711,4
12393720,3
12393722,7
12393723,4
12393724,4
12393725,4
12393727,7
12423237,5
12423238,1
12423259,3
12423263,5
12434529,7
12437924,1
12437926,1
12437932,1
12440725,4
12447510,1
12447512,3
12447515,4
12449828,1
12449848,7
12449849,7
12449850,5
12449988,5
12449990,4
12449992,5
12449994,7
12449999,5
12454448,7
12454451,7
12454452,3
12454454,7
12454459,7
12454599,1
12454600,7
12454603,4
12454604,3
12454607,4
12493073,7
12493074,3
12493075,1
12493076,5
12493077,7
12493079,3
12493081,4
12499008,1
12499009,5
12499013,1
12499014,3
12499015,1
12499018,0
12499027,1
12499033,4
12499036,7
12499037,1
12507011,4
12507018,3
12507027,3
12507031,4
12507036,3
12507037,7
12507039,5
12507048,7
12507050,1
12507055,3
12507068,3
12507071,1
12507125,4
12513827,8
12513829,8
12523812,3
12523822,4
12537919,7
12560811,4
12560812,4
12564517,1
12564518,3
12564519,7
12568832,5
12568833,3
12568835,7
12568841,3
12574226,4
12575813,8
12578368,4
12578369,5
12578370,4
12581796,1
12581798,7
12581803,4
12581804,7
12581807,7
12581853,0
12588307,3
12588308,4
12588309,3
12588312,4
12588314,4
12588320,6
12588324,1
12588325,1
12588328,7
12588331,3
12588333,4
12588335,7
12588341,5
12588344,3
12588345,4
12588346,3
12588350,1
12588351,1
12595660,0
12595661,4
12595662,4
12595847,4
12597443,1
12597534,1
12597945,1
12597947,5
12607253,8
12624216,4
12624218,7
12624219,7
12624220,4
12624726,7
12632661,4
12632662,1
12632663,4
12632664,7
12632666,7
12634863,1
12647911,4
12650647,8
12652817,1
12652818,4
12652819,7
12652843,7
12653014,5
12653249,7
12653252,3
12653253,7
12656098,7
12656100,4
12656102,7
12656104,1
12656105,3
12656107,5
12656108,1
12656109,3
12656111,7
12656256,3
12656337,4
12656338,3
12661600,7
12672241,7
12672242,1
12672686,5
12672915,1
12672916,1
12673666,8
12673758,8
12677408,5
12678434,7
12678435,5
12678437,3
12678438,7
12678439,4
12678440,1
12678441,4
12678442,4
12678456,4
12678458,7
12678459,7
12678460,7
12724145,1
12725345,3
12725371,0
12725372,3
12725373,1
12725374,7
12725375,3
12725430,3
12725431,1
12725432,0
12736512,1
12736514,7
12736521,7
12736523,7
12736525,7
12736529,3
12736531,1
12736532,7
12736533,7
12736535,7
12736536,7
12736537,5
12736539,4
12736541,7
12736556,7
12743049,8
12743050,8
12743507,7
12744562,5
12744564,3
12746050,7
12746437,7
12763398,5
12782689,6
12788464,5
12788467,7
12788475,3
12801930,1
12823302,3
12823303,4
12823304,4
12823378,3
12823415,4
12823503,3
12823714,1
12823715,4
12823716,7
12823722,4
12823737,1
12823738,4
12823739,7
12823740,1
12823971,1
12824053,1
12824405,1
12824406,1
12828423,1
12837925,4
12845143,1
12849709,4
12853902,1
12853947,3
12853948,5
12853949,1
12877362,7
12880404,7
12880405,7
12880407,3
12880408,4
12886355,7
12886358,3
12886359,4
12886360,0
12886988,5
12888777,1
12890058,7
12892960,5
12895285,4
12897249,5
12897250,1
12897538,4
12897540,7
12897544,7
12898654,3
12900530,1
12908039,7
12908049,1
12908050,3
12908052,1
12908053,1
12908064,7
12908066,3
12908068,7
12908069,6
12908070,1
12908073,1
12908074,7
12908076,1
12908079,7
12908085,7
12908087,5
12908089,7
12908090,7
12908095,6
12908711,7
12908712,7
12912127,1
12913722,7
12919576,7
12934203,5
12940815,7
12943982,3
12948763,1
12948764,7
12955299,7
12968257,1
12968265,5
12968275,7
12968296,7
12968298,7
12968301,4
12968302,7
12968630,7
12973550,4
12976677,1
12976902,7
12979266,7
12981200,1
12981201,3
12981202,3
12981203,7
12981204,7
12981205,0
12981206,4
12981360,3
12981362,5
12981363,7
12981456,1
12981485,3
12981486,5
12981580,7
12981582,3
12981583,7
12981752,5
12981753,7
12981926,7
12981927,8
12981936,7
12981938,4
12981940,3
12981942,7
12981950,5
12984791,7
12987994,3
12988589,7
12988590,5
12989559,4
12989925,7
12989926,3
12989929,7
12989930,4
12989935,5
12993920,7
12993922,4
12993923,7
12993925,4
12993926,4
12993927,4
12993947,7
12993948,3
13003994,1
13003996,0
13009107,3
13015056,1
13015057,4
13015058,7
13015059,7
13015087,7
13031168,3
13031171,7
13031187,7
13031194,7
13031197,4
13031198,7
13042252,1
13042609,1
13042613,7
13042614,1
13058571,7
13061161,5
13061747,4
13067137,4
13067165,7
13067167,7
13067711,7
13068267,7
13068544,4
13068545,3
13068546,7
13068547,5
13068549,4
13068572,0
13068573,0
13068574,7
13068575,7
13076152,1
13079049,4
13101013,3
13101794,5
13101795,1
13101797,5
13101806,1
13116551,7
13125069,5
13130587,1
13133975,3
13133976,3
13133980,1
13133981,5
13148970,7
13150802,5
13150804,3
13150805,7
13150807,7
13150809,7
13150810,4
13154882,7
13160089,7
13161227,4
13161228,1
13162641,3
13162643,1
13163897,5
13163898,1
13164559,7
13172432,3
13172437,3
13172439,7
13172440,4
13172442,4
13172445,4
13172447,1
13172463,4
13176491,5
13176492,7
13176495,1
13187583,1
13200897,3
13205974,1
13210432,1
13210435,7
13210436,1
13210462,4
13210463,0
13230859,7
13230860,7
13230862,1
13230960,7
13230961,4
13230963,3
13230965,5
13230966,1
13230967,7
13230968,6
13230970,7
13232715,7
13232716,7
13232719,7
13233072,7
13233074,3
13233075,7
13233076,7
13233077,3
13233079,1
13233082,1
13233085,1
13240082,3
13244872,5
13244875,3
13245600,5
13245603,5
13245604,3
13245608,7
13263801,7
13269831,1
13274598,5
13274599,1
13279554,3
13279558,4
13288460,3
13289727,0
13291398,1
13292889,5
13294232,4
13294233,2
13294234,3
13294235,3
13294236,1
13294237,3
13294238,3
13294239,5
13296512,7
13296514,3
13296516,7
13296518,6
13296519,7
13296520,7
13296522,5
13296523,1
13296526,1
13296527,7
13296536,3
13296538,1
13296539,1
13296540,3
13296626,7
13298190,3
13302449,1
13302450,1
13302451,1
13319963,4
13320023,4
13334981,4
13334982,7
13336656,5
13336657,5
13337991,4
13345396,4
13352933,3
13352934,4
13352936,0
13355215,7
13360211,1
13360215,1
13360216,7
13360217,3
13360218,1
13361217,4
13361220,5
13361226,1
13363429,4
13363430,1
13363431,5
13363433,7
13363437,7
13371167,0
13373764,3
13381667,1
13385126,7
13388969,7
13388971,3
13401435,7
13411178,7
13411179,3
13411180,4
13411181,3
13421716,4
13422078,5
13422079,3
13427897,4
13427898,7
13427899,4
13436728,7
13438176,3
13438197,1
13438198,5
13438199,5
13438202,1
13438203,7
13438204,4
13438205,7
13438206,1
13439714,1
13442228,4
13442230,1
13442231,3
13447551,1
13447885,8
13461331,1
13461332,1
13481041,7
13481065,1
13481067,3
13481070,4
13489700,4
13495043,4
13522056,7
13522057,4
13523846,1
13527200,7
13527202,7
13527224,3
13527225,4
13527226,4
13527227,7
13527229,7
13527230,4
13527231,3
13527603,7
13529649,7
13530678,3
13531544,7
13535762,7
13535763,0
13536511,5
13547008,5
13547012,5
13547024,3
13547026,1
13547028,1
13547030,7
13547032,3
13547034,5
13547036,5
13547041,1
13547042,5
13547043,5
13547044,5
13547045,1
13547046,1
13547047,7
13547048,1
13547053,5
13547055,4
13552662,7
13554619,5
13571907,5
13571909,1
13571925,4
13571926,1
13571927,7
13571932,5
13571934,3
13571935,4
13579285,7
13592391,4
13596534,3
13597904,7
13597905,1
13597906,1
13597907,4
13597933,5
13597934,1
13597935,1
13599567,1
13602594,1
13602621,7
13602623,5
13602772,1
13608553,1
13608554,0
13614475,3
13614479,7
13614560,3
13614564,4
13614566,3
13614577,7
13614579,7
13614583,7
13616976,1
13617203,1
13617204,1
13617205,7
13617206,7
13617207,7
13617209,1
13621724,5
13630048,7
13630051,3
13630073,7
13630074,5
13630078,5
13646559,4
13649575,7
13652745,7
13652749,7
13652750,1
13652848,4
13660433,4
13660434,3
13660435,1
13660452,1
13660454,1
13660455,5
13660456,7
13660459,0
13660460,1
13660462,4
13660463,1
13660867,7
13667110,7
13671809,5
13671810,4
13671811,4
13671812,7
13671813,7
13671818,0
13671819,1
13671820,0
13671821,1
13671823,7
13671825,1
13671826,4
13671828,7
13671830,5
13671831,5
13671833,5
13671835,7
13671836,7
13671837,1
13671838,7
13676089,1
13676407,4
13688534,7
13690670,7
13694722,7
13699802,0
13699803,7
13710276,3
13717568,1
13717571,4
13717575,7
13717579,7
13717580,5
13717581,3
13717583,7
13717925,1
13717940,7
13717945,3
13717947,7
13717949,7
13753130,7
13753131,7
13753133,4
13753135,7
13756015,1
13757190,1
13758277,1
13758843,3
13758844,7
13758845,5
13764320,7
13764351,3
13766608,5
13766609,7
13766611,3
13766637,4
13768101,4
13770446,1
13771618,1
13771620,4
13771625,3
13771626,1
13771627,7
13771628,3
13771634,3
13771636,7
13771638,4
13771641,1
13771646,7
13771647,4
13776741,3
13779822,4
13797246,7
13797247,7
13806980,1
13812627,1
13814037,1
13814038,3
13814070,1
13819105,3
13819133,7
13819134,3
13819135,5
13834809,7
13834812,7
13834813,1
13835897,7
13847499,8
13848785,3
13849385,1
13849386,7
13860164,4
13860165,4
13860417,4
13860423,5
13860430,1
13860433,1
13860434,7
13860435,7
13860437,1
13860438,1
13860440,7
13860445,3
13860446,7
13860455,4
13860459,4
13860460,7
13860461,4
13860462,7
13860463,1
13860648,1
13860784,4
13860787,7
13860789,1
13860791,1
13877460,3
13877462,1
13877463,4
13877464,0
13877465,5
13877467,4
13885846,0
13886533,5
13886534,3
13886784,1
13886785,1
13886786,7
13886789,1
13886790,5
13886791,1
13886792,3
13886793,4
13886794,7
13886795,3
13886796,7
13886797,5
13886798,4
13886799,3
13886803,1
13886804,1
13886805,7
13886806,1
13886808,1
13886809,5
13886810,1
13886812,1
13886814,7
13886815,5
13886831,1
13886856,3
13886857,7
13887098,3
13887152,1
13887161,1
13887162,1
13887164,3
13887940,1
13887941,5
13887942,3
13889090,3
13893150,7
13893383,7
13893388,7
13893389,4
13896186,4
13896878,1
13898421,1
13898422,7
13901133,5
13907251,3
13907393,1
13907399,7
13907404,7
13907406,3
13907407,1
13907427,3
13907429,1
13907431,7
13907433,7
13907434,7
13907435,7
13907437,7
13916836,7
13949896,3
13949898,3
13949899,3
13950846,1
13955872,1
13955899,4
13955902,4
13961296,1
13967440,7
13985205,1
13986056,5
13989251,1
13989252,7
13989255,3
13989257,5
13989262,5
13989361,7
13989362,4
13989364,7
13989366,1
13989367,7
13989651,3
13989665,7
13989666,7
13989668,7
13989670,4
13989672,5
13989676,5
13989678,7
13989679,5
14002481,4
14002639,4
14002903,3
14002905,4
14002906,4
14002907,0
14011776,1
14011805,5
14012096,0
14029940,1
14029944,1
14029945,1
14029946,1
14030483,7
14032225,7
14032419,7
14032433,7
14032435,3
14032438,7
14032443,7
14032444,7
14032577,1
14032580,1
14032581,4
14032582,7
14032584,7
14032590,0
14032591,7
14032593,7
14032595,1
14032596,5
14032597,1
14032599,5
14032600,5
14032602,7
14032604,3
14032605,7
14032607,5
14032622,1
14068612,3
14068613,1
14072732,3
14072733,3
14072734,7
14074223,5
14078049,0
14078789,7
14078790,3
14085575,1
14089555,7
14089582,1
14095165,7
14095166,7
14101898,7
14129044,1
14129048,7
14133351,1
14140205,1
14140206,5
14140243,7
14140244,0
14140245,4
14141161,4
14142222,3
14143095,4
14147494,4
14147498,1
14147499,1
14147500,7
14149545,3
14151490,1
14153208,1
14155417,7
14175986,7
14175987,4
14175988,1
14175989,7
14175990,7
14175991,1
14175992,0
14175993,1
14175994,3
14197927,5
14212224,1
14212249,3
14212252,7
14212253,3
14212254,7
14212255,7
14213300,7
14213301,5
14218067,1
14218070,0
14219392,4
14219393,1
14219721,3
14219722,1
14220591,1
14220613,5
14220648,5
14220838,1
14220849,7
14220850,4
14220998,1
14221000,5
14221001,7
14221003,4
14221004,7
14221005,7
14258871,7
14259664,4
14259667,1
14259695,3
14262896,3
14268388,1
14268442,1
14272445,3
14287621,7
14287625,1
14287626,3
14297652,7
14314048,3
14320961,4
14321793,1
14321794,0
14321795,7
14321796,0
14321819,3
14321820,1
14321821,7
14321822,3
14322627,4
14332166,7
14344197,1
14344353,3
14344369,1
14344371,7
14344375,0
14344377,7
14344378,3
14344379,4
14344381,7
14344383,7
14347484,1
14348198,7
14352198,7
14352199,7
14352202,1
14352203,7
14352204,1
14352207,7
14352221,7
14352223,4
14360289,1
14360296,1
14360304,7
14360305,7
14360307,4
14360313,7
14360314,4
14362779,8
14368398,1
14368399,1
14400513,7
14400517,3
14400518,4
14400519,7
14400521,1
14400522,7
14400525,0
14400527,1
14400542,7
14400624,1
14402214,0
14402215,1
14402216,4
14402217,3
14404270,7
14418350,8
14423838,7
14424806,4
14424807,3
14424809,4
14424810,4
14424811,7
14428056,7
14436998,7
14438880,1
14438881,3
14438882,5
14438884,7
14438887,7
14438897,7
14438902,3
14438903,3
14438905,1
14438908,0
14438910,5
14438911,1
14453024,1
14453026,7
14453040,1
14453048,5
14453049,1
14453050,1
14453053,7
14453054,7
14453055,1
14453197,7
14455934,7
14455935,0
14456682,4
14456683,4
14457519,1
14459054,8
14459055,8
14465949,5
14469769,8
14474862,1
14487208,7
14491730,7
14491731,1
14491732,7
14491733,4
14491735,4
14491736,1
14491737,0
14491748,4
14491749,7
14491751,4
14491753,1
14491754,7
14491755,1
14491756,7
14491757,3
14491759,7
14492480,4
14501336,3
14510918,1
14522590,5
14523686,7
14523688,3
14524703,5
14533614,7
14534326,3
14536286,4
14536554,7
14541056,3
14541058,4
14541059,7
14541060,1
14541062,3
14541064,3
14541066,7
14541068,4
14541071,7
14541072,3
14541074,3
14541076,1
14541077,3
14541079,7
14541081,7
14541082,5
14541084,7
14541168,4
14541169,4
14547408,1
14547413,4
14547595,1
14547596,4
14547667,7
14547733,7
14547734,1
14547736,4
14553402,7
14560251,5
14593509,7
14599043,7
14617091,1
14617093,4
14618057,1
14618058,1
14618469,5
14619849,7
14627633,7
14627634,5
14628225,7
14628228,1
14628229,7
14628231,5
14628233,1
14628239,4
14628336,7
14628337,3
14680295,8
14680502,8
14680735,8
14684597,8
14684661,8
14687788,8
14688204,8
14715977,1
14715983,6
14716325,6
14716328,1
14716329,5
14716334,3
14716336,5
14716339,3
14716340,5
14716345,4
14716349,3
14716350,1
14717184,5
14717185,4
14717187,7
14717188,3
14717189,4
14717190,3
14717191,7
14717193,0
14717194,7
14717195,3
14717206,3
14717208,3
14717209,4
14717210,7
14717211,7
14717212,3
14717214,1
14723188,1
14723194,7
14747353,7
14747354,4
14747355,1
14763561,5
14767957,4
14767958,3
14785376,4
14785378,3
14785380,3
14785381,4
14785384,1
14785401,7
14785402,3
14785403,3
14785405,7
14785407,3
14788880,3
14788885,1
14788887,7
14788889,5
14788890,1
14788892,1
14788895,1
14788910,3
14794055,3
14797766,7
14801606,7
14801615,7
14809822,1
14810040,5
14810043,1
14813371,7
14831078,7
14833738,1
14845284,3
14846372,5
14849053,7
14857993,1
14862676,7
14864274,1
14864277,7
14864302,4
14864303,3
14865913,3
14866496,3
14866501,7
14868378,5
14870651,4
14888257,4
14888262,7
14888268,1
14888269,3
14888287,3
14892801,3
14892802,0
14892803,0
14892827,4
14892828,0
14892829,0
14892830,1
14893584,4
14893585,4
14898499,4
14898501,4
14903434,5
14903436,4
14903438,7
14903545,7
14905808,3
14911041,7
14911042,1
14911044,7
14911068,7
14911069,1
14916690,1
14916692,1
14916694,7
14916695,7
14916696,6
14916716,7
14917950,3
14935859,7
14935860,1
14935861,4
14935863,1
14935864,4
14935865,3
14936004,4
14936006,0
14936010,7
14936012,1
14936017,7
14936021,4
14936028,5
14936030,7
14936036,1
14936041,7
14936046,1
14936047,7
14943804,7
14959280,4
14966081,7
14966082,4
14966106,3
14966107,0
14966108,4
14966110,7
14974773,3
14974774,1
14974775,7
14974777,3
14974778,4
14974779,3
14976578,1
14976579,5
14976580,7
14976584,1
14976591,1
14976897,7
14976898,1
14976899,5
14976901,7
14976902,5
14976903,0
14976904,3
14976912,1
14976913,7
14976915,3
14976917,4
14976918,7
14976919,4
14976920,1
14976922,7
14976923,7
14976924,4
14976925,3
14976927,7
14976929,7
14976934,1
14976935,7
14976938,1
14976939,3
14976946,1
14976948,7
14976949,3
14976950,4
14976952,1
14976953,3
14976954,1
14976955,6
14976957,7
14985432,4
14985434,5
14985439,5
15027328,1
15027329,4
15027330,3
15027334,7
15027335,3
15027336,3
15027338,1
15027339,7
15027355,1
15027357,3
15027358,7
15027359,7
15028876,5
15028878,7
15032326,3
15032327,7
15032328,4
15035151,3
15035217,4
15035235,7
15035237,7
15035239,7
15035240,1
15035241,7
15035243,1
15035244,7
15035247,1
15035248,1
15035249,7
15035251,5
15035252,7
15035253,4
15035254,3
15035261,1
15043296,1
15043326,7
15044784,7
15051489,1
15051490,1
15051491,4
15051492,3
15051494,7
15051498,4
15051500,7
15051501,1
15051503,1
15051515,4
15051517,3
15071879,7
15071881,1
15098427,4
15098428,7
15102032,1
15102033,7
15102034,7
15102036,1
15102060,4
15102061,4
15102062,1
15102063,4
15108106,5
15108111,7
15108192,5
15108194,7
15108195,7
15108208,3
15108210,7
15108211,1
15108214,1
15108215,7
15108218,7
15108219,7
15108220,7
15108223,1
15110914,5
15110917,3
15110938,7
15110939,1
15110940,7
15110941,5
15127965,1
15137360,1
15153428,4
15167745,5
15172066,3
15172069,7
15172094,1
15185726,5
15189793,3
15189795,1
15189815,5
15189817,0
15189818,5
15189819,3
15189820,7
15189821,3
15191623,1
15191625,4
15191626,7
15191630,1
15191631,1
15191952,3
15191953,3
15191954,3
15191956,7
15191957,4
15191958,1
15191961,0
15191964,7
15191968,7
15191971,3
15191972,1
15191973,3
15191974,1
15191975,7
15191976,4
15191977,3
15191979,4
15191980,1
15191981,1
15191982,1
15191983,1
15191984,4
15191987,1
15191990,7
15191992,7
15191994,6
15198657,1
15198659,7
15198660,4
15198664,3
15198683,1
15198684,4
15198686,0
15200544,1
15200545,3
15200548,7
15200549,1
15200551,1
15200552,1
15200553,3
15200554,7
15200555,1
15200557,1
15200573,7
15200575,3
15204285,1
15214725,3
15214726,3
15214737,0
15214742,3
15214746,7
15214747,4
15214748,7
15214749,1
15214750,3
15214764,1
15214765,1
15214766,7
15214767,1
15219664,4
15219665,3
15219666,4
15219667,1
15219695,7
15227361,3
15235360,4
15235361,3
15235363,7
15235364,6
15235365,4
15235367,7
15235368,3
15235370,3
15235372,3
15235373,3
15235374,3
15235381,7
15235382,7
15235383,5
15235386,3
15235387,4
15235390,4
15244352,3
15244353,7
15244357,7
15244358,1
15244359,1
15244362,4
15244363,7
15244366,4
15244367,3
15244374,7
15244378,4
15244383,7
15244720,1
15244721,3
15260461,4
15262332,3
15262333,4
15262334,7
15262335,3
15278428,7
15288311,1
15288313,1
15288314,7
15288316,4
15290368,4
15290372,5
15290373,1
15290375,3
15290376,3
15290377,5
15290378,7
15290379,7
15290380,7
15290383,1
15290399,3
15290480,1
15297811,7
15297815,3
15297826,3
15297827,4
15297828,1
15297830,1
15297831,4
15297837,4
15297842,3
15297844,5
15297850,3
15297852,1
15297853,3
15297854,7
15297855,5
15297989,5
15297990,3
15297992,4
15297993,7
15297995,5
15297998,5
15336754,1
15343685,1
15347150,7
15357408,4
15357410,5
15357437,5
15357439,1
15365835,7
15377361,1
15377364,3
15377368,4
15379808,7
15379811,7
15379812,7
15379814,4
15379837,5
15379838,3
15383575,4
15383576,3
15386192,8
15387716,7
15387717,7
15387719,4
15387720,4
15387731,0
15387734,5
15387737,7
15387740,7
15387741,1
15387751,1
15387753,7
15387756,1
15387757,7
15390952,3
15390953,3
15394438,7
15394441,1
15394442,7
15394447,7
15394546,7
15394547,4
15394548,7
15394549,7
15394555,0
15428443,7
15428447,4
15436673,5
15436675,5
15436679,1
15436681,5
15436682,7
15436683,7
15436684,5
15436685,1
15436768,4
15436770,1
15436773,3
15436774,5
15436779,1
15436784,1
15436785,7
15436786,5
15436793,1
15436798,1
15440321,5
15440337,0
15440340,3
15440342,4
15440343,4
15440344,1
15440346,5
15440348,3
15440350,5
15440351,7
15440363,7
15440366,4
15440367,7
15443976,7
15443977,5
15443979,7
15443982,5
15464067,7
15464092,7
15490419,7
15529087,1
15530222,4
15536968,7
15537785,1
15537794,7
15538101,0
15541964,1
15556227,1
15556230,4
15556235,1
15556237,1
15556239,1
15556240,1
15556241,7
15556242,7
15556244,6
15556249,7
15556254,5
15556270,3
15556271,7
15556323,7
15556329,5
15564104,5
15564457,1
15564468,1
15564470,1
15564471,7
15564472,7
15576386,3
15576387,1
15576388,1
15576393,7
15576414,4
15603072,1
15603075,3
15603081,4
15603083,1
15603084,5
15603085,1
15603087,7
15603090,7
15603092,3
15603093,1
15603094,5
15603099,7
15603101,1
15603102,1
15603105,3
15603106,7
15603107,3
15603109,4
15603112,7
15603113,3
15603114,7
15603116,7
15603118,4
15603127,1
15603129,5
15603130,3
15603131,7
15603135,7
15603185,1
15603187,7
15605061,7
15606200,7
15606201,4
15643084,1
15649041,1
15649042,7
15649069,8
15649071,7
15658818,7
15673888,3
15673908,7
15673909,4
15673911,3
15673914,3
15673915,6
15673916,1
15673918,3
15673919,3
15674049,7
15674050,1
15674052,1
15674054,1
15674055,7
15674060,1
15674062,3
15674063,1
15674076,4
15674077,7
15674078,7
15674079,3
15675505,4
15675506,7
15675507,3
15675508,4
15678186,4
15678187,3
15678188,7
15680103,4
15680105,1
15680106,5
15680108,3
15680111,1
15691333,3
15691334,4
15691335,3
15691343,7
15691698,4
15691703,3
15701198,3
15706703,1
15714448,1
15714450,7
15714479,7
15767024,3
15768104,7
15768198,1
15768303,7
15808039,5
15891685,7
15933997,3
15968204,8
15968241,8
15989808,7
15989814,5
15989818,7
15989819,3
15989952,7
15989953,4
15989959,7
15989961,4
16018391,7
16040192,3
16040203,0
16040204,0
16040209,1
16040212,1
16040215,1
16040218,4
16040254,6
16040256,1
16040258,1
16040260,5
16040264,7
16040271,7
16040275,1
16040279,5
16040287,7
16040332,1
16040335,7
16040390,1
16040395,5
16040401,3
16040403,7
16040426,7
16040429,1
16040436,1
16040439,3
16040452,3
16040473,5
16040496,7
16040499,1
16040502,1
16040505,5
16040507,4
16040508,1
16040511,4
16040519,5
16040522,1
16040528,0
16040529,3
16040538,3
16040543,7
16040547,4
16040549,1
16040550,7
16040551,3
16040556,7
16040557,4
16040579,1
16040581,7
16040583,3
16040587,7
16040592,4
16040595,1
16040597,3
16040599,3
16040607,4
16040608,4
16040609,1
16040610,1
16040619,4
16040623,4
16040625,5
16040626,7
16040633,1
16040635,7
16040639,7
16040640,3
16040652,0
16040664,7
16040665,3
16040667,7
16040669,4
16040675,7
16040677,0
16040680,7
16040692,5
16040886,7
16040893,4
16040894,3
16040895,5
16040929,3
16040930,5
16040946,7
16040950,0
16040952,4
16040955,1
16040956,7
16070372,1
16131562,1
16134925,0
16145202,7
16145206,4
16145353,7
16145413,5
16145491,1
16145498,1
16145535,1
16145843,1
16145850,1
16152030,7
16174377,7
16174987,1
16183462,1
16186160,4
16186655,7
16187009,7
16217233,4
16224447,1
16251064,5
16251620,3
16307273,3
16307276,3
16307279,4
16307284,1
16307287,1
16307290,1
16307596,7
16307598,7
16307621,5
16307625,7
16307629,7
16307630,3
16307632,7
16307633,4
16307634,3
16307635,7
16307636,4
16307637,7
16307638,0
16307639,3
16307641,4
16307648,7
16307651,7
16307652,4
16307653,6
16307654,5
16307669,3
16307670,4
16307671,7
16307674,4
16307675,7
16307676,7
16307677,4
16307680,7
16307681,1
16307682,1
16307686,4
16307687,4
16307688,1
16307689,1
16307698,1
16307700,3
16307702,3
16307705,3
16307706,1
16307707,7
16307708,1
16307712,7
16307713,7
16307716,4
