userid,departmentid
16820648,16842708
26258401,27694027
26630034,26648144
32636200,4759078
1027833,24142884
5236480,21561250
5234058,10780378
5146006,10780280
15603133,27311196
54384776,21730105
51950796,8561112
58547238,22179691
22601,21843398
5996809,3124017
5234982,5234983
5214786,52976279
5190508,10779304
5152494,24647801
9973709,5236754
54468788,29451160
5212183,10772271
9258638,25151944
24441645,17156734
28175086,21315502
29657881,31054551
8323066,21097660
4591861,17742705
5236392,15177866
5235103,1026774
5203806,52326241
5151844,53675417
10835652,3682084
8849068,27051252
14438909,29801521
66101051,15297633
5153256,5239662
52317903,18604753
21630780,51182232
26539284,51677242
27476330,21861653
26646293,21340082
21724717,21724718
27186940,26648419
28382442,29908969
4751759,59247846
4740929,22861627
5220401,52638964
21573411,17568645
29708785,25150453
52413226,17002381
30118565,28660716
29894950,28456050
4735607,28789404
5232331,10780180
5183590,10780190
31244523,21837196
10669040,21843667
65594126,26585676
26769625,28520415
26647435,21729995
27176237,26541805
21729398,21730277
24245658,17742705
28362865,21586666
29589573,12976243
5202199,26530633
65594358,21718475
7230202,33386947
5230453,5242734
62133327,5238005
32649737,26914726
25290798,27330741
25312110,2523040
27116054,27330741
5227104,30098842
51662380,19875889
9178037,21586666
5221716,10780173
30088898,59151053
4718838,32928602
61522958,21755077
5207821,14616196
5209868,2897741
61160237,58411966
5231471,10780238
24441981,24442164
22031755,31034056
28564851,14706183
26945208,29947564
27129827,27185169
5205093,10780181
52378806,5229091
54552163,54552164
21507558,21528855
634353,32156655
26620845,28688859
21296962,25160061
26648051,28758946
21631483,17742313
32541318,26628160
24431254,52678221
24147921,21139721
26902000,26549891
26618776,25161013
27019406,21861276
26507944,18624912
27243494,17571317
25807724,25441078
21360011,21360012
25163398,24366692
21840482,21731137
25159846,25159847
21840813,13625482
25621950,26501020
21851220,25146757
26539808,28419609
21838567,21838568
27014550,27131359
27593468,17138706
26893286,24441339
23354475,17002381
25162507,17137163
24878708,17734844
28445757,28456050
21869778,21818061
24433730,24772752
21175030,21175031
27194248,25160987
26551124,24149452
27057110,27197139
26630066,21769172
26614859,28532584
26997529,26616160
21381956,21401718
21844552,21401718
21847847,21842265
26546505,21841261
25219457,25219458
33039208,25163517
32938565,4743513
33410965,32966358
27088309,21845186
27179416,4756587
28531207,15690693
32851397,32969353
26610647,26610648
27016646,57157136
32766700,3940970
26168202,24874771
28745930,21590750
27236792,26874136
27243905,22714890
26556883,26556884
27317482,25164883
26645122,25165271
24305226,56758740
26814205,15387873
32850134,32850135
26758460,26542326
32589631,24105723
33414239,21222851
26714313,17818576
32859688,21824643
27315887,21842335
21846749,21841245
17654902,17804476
21843141,21845295
32858646,26623708
33175342,21856469
17654229,15297764
17655049,17657232
21638243,13635592
29294583,4757956
28460984,28462007
25207628,21821055
21845858,19247796
17654380,13371570
21840569,29365073
21638721,21725028
21845870,21811455
27050212,27050213
28099072,31269816
33392015,25161188
26501532,15297659
32859372,32859373
24642579,24642580
25176212,18259481
21338995,21338996
25151240,17002381
29317764,22568725
24975489,26889207
25251406,21295562
19232526,19232527
25703585,21746187
29204072,21755542
26541950,4421516
25632719,26547290
25217171,28377786
26917980,28373708
25312012,23796268
26535276,26549164
27119436,22911275
21297172,25159510
26324699,26324700
26638398,28957085
26528866,19876055
27077534,21747356
26618300,24579331
25162724,25152943
21299845,25161181
29292584,21862150
27120436,28389838
21749618,21638259
27192691,27425423
25157488,25162155
27842160,27302568
27142711,24431658
28455969,28455970
29281512,17596188
33410657,17653799
24886357,27811436
27191246,25151944
27075114,23344985
27080603,26484481
27027510,21573472
32917759,26258052
32912174,21837196
30783658,21729387
3758146,30195487
3996143,21399293
2415019,13972665
2368562,25163837
641691,4042996
879667,32966587
5836562,25163802
6229384,21755817
5236813,5236814
5236596,15137019
5235301,14763277
5241748,30161307
5241255,10771507
5240506,7178468
5239382,5236835
5239297,4978580
5229278,4978241
5231725,10780168
5220019,5236897
5218845,27673242
5225040,14788217
5202933,5230328
5178834,5225185
5178138,19376689
5155259,24647752
53616211,25151796
50341309,52743184
57202270,21724858
55633326,2265074
62408470,24858171
61182406,14763372
27155264,26534246
25255939,27228003
2470120,22588069
1596544,26568793
605687,6920340
4329468,10150081
4788945,21615463
4746095,23629673
5240637,6934123
5233282,55204104
5221287,13887012
5146399,11409378
8828292,5518791
16040952,4751462
16637405,32522079
14344381,27077854
13245600,15177866
21844376,21843670
26730487,22244589
32700913,26575090
30437101,26556541
29507982,27874425
2056994,21582685
773330,25152711
6123761,26531551
5237585,61951500
5239548,58290544
5213172,5223358
5151357,17156669
16621944,21842807
13068572,13887196
5235842,14763379
5754846,50846515
30584104,27069630
5212159,26642332
8100357,54148645
1467886,15137021
27755150,28422302
26746411,26541779
24895810,17732561
25422226,29168645
27169281,24432367
32766721,26497993
6298431,23893818
5228693,10310585
5199286,14763379
5182008,10780161
5145769,25152406
15191961,5210418
14360304,25163802
52735157,5240486
66322081,24307806
62187274,21097660
31256277,24149452
32706320,26548333
6898927,14837599
6655560,4091252
4751472,52678209
5232298,5230386
5172238,5230386
7100718,10779301
66181181,66107719
21299606,25160709
21863672,27118159
29183281,21848014
26214357,65204968
2887712,25151944
125757,10772449
18053,17736094
728383,728352
6515147,26609367
4730978,25981628
5236305,5236306
5242423,7961975
5240652,12920799
5238918,14763315
5229277,66676983
5228715,13887012
5226819,5236434
5233985,5241911
5220287,5220236
5225775,5227216
5217676,10780256
5207456,5237505
5188334,5188335
5171666,21315527
5153921,5234855
5146104,15136926
12386101,21183872
8644520,23723877
9359082,5237217
15394438,10779286
15379812,15379813
15214764,52976350
58489528,17657244
62577285,26988054
59587629,26939922
28356066,27656221
26734738,27330741
26642485,27991909
27181564,21333925
27131664,27874636
27019544,26548380
25442727,52678209
25430117,4361628
4222752,26642121
5227238,52081731
5220081,5234941
5171986,50598639
5087937,26608347
58190395,58190396
21293597,21293598
30696379,30696380
5233717,10779282
5152554,28688762
54071205,51759064
57858627,10772269
5949609,26542114
5233066,10780280
5147951,14763373
65427704,15377365
26640706,59247846
32532881,31061571
31151364,24365939
5230175,33228300
5218180,27134211
5189743,5228097
11663539,21290369
52297933,26635761
55799696,15347072
30573512,19876045
26941055,26635623
21312717,29669577
28463846,64176058
5172482,66676983
8749653,10780168
12908711,24346722
5226785,5226874
12892960,25151796
32730935,26484067
5205243,10768981
22714188,10780247
26950433,24879982
16637222,28175021
5183755,4751621
5172259,27134211
5212457,18037911
5072067,13635595
14618059,14143298
4757714,4757715
54261028,10780175
25390092,59247826
21608441,24307058
64433546,25160246
8626543,25852110
11217650,14763365
65863628,7415614
32607043,26641993
10573848,13181862
5239728,10780021
27148427,26542517
5232846,10780189
5160688,10780351
4719337,21375704
5232296,10779289
5226871,5235651
5156900,15428446
5221945,10780244
5227332,5236202
1736878,29188188
5218709,10779979
25341929,19876034
25541030,25642116
30127173,51125154
2493777,25162300
1358451,29646363
1691182,25152152
7541957,26533994
66826182,13635592
25177479,28688859
31927539,26549530
21285453,23360976
27746649,24148455
21843514,21843515
21296967,25160973
32978444,26549484
28457825,24827438
32830888,26940360
27244050,27676090
21842949,21842950
27108021,21642144
21424065,13630719
21298712,17571317
26498508,28168725
27768553,21326324
26498832,26498833
21535893,21535894
25161150,25161076
26539781,26540129
26945006,26533999
23341576,17002381
28729700,17002381
21840956,3804644
24147554,17758123
24430025,24146076
25163588,24647638
21879134,21593044
27190436,28825326
33392420,24149315
25158762,23162152
26496087,26545918
27130900,52678374
25745363,25745364
24896216,24432636
26535553,22311862
24903349,11430783
33404335,33419548
24647745,33122958
21852184,24849319
27192438,26549768
26883243,30668188
22070615,28353940
33444771,26580636
27194328,22860534
27130889,26684403
25933062,4745904
25152458,17002070
26521187,8341052
24430438,17815496
24148015,24147984
25212447,26992045
26963118,16853206
24879556,19633575
21297424,17818576
27072796,26988054
24433240,24433241
21843348,29367235
32853829,26623708
26631245,27426279
24428953,15297763
32860597,32860710
26621528,15297639
17737956,13635592
28169656,25160894
27081858,24432367
21471508,25152224
24252654,16809377
28507603,28507604
22216670,25163707
27059409,26545573
26652795,5625979
21810567,21395485
27191227,25151944
28817969,15576065
26534334,19633228
32972197,32972198
33409961,15137022
28776346,13656807
25163679,24646660
21720780,21720781
27772239,27302279
21786234,21842567
25155963,24642986
25163246,23334554
29209298,23646778
24304406,56747793
28702341,28533258
21615255,21729732
25217609,26548649
25217579,22290344
27171650,28419444
27009753,24319223
21536233,17803075
22288310,29585610
23678395,23687858
21838300,25159519
21719348,21642581
29315347,21827221
25156359,24649319
21604138,21604139
32828281,32828282
17727362,17727363
26930391,21842399
27068588,18624912
27191595,28442553
17683061,58516985
26624887,28154327
26545917,26545918
27153443,24433228
21828745,21828746
28810323,21576520
28079242,21576520
29314440,29314441
21577450,21577451
25950932,28444650
24611176,24346970
27154925,26541404
26963584,25163837
21724210,56747778
26541040,19875896
25243497,30191301
32543481,25151944
32961328,21847803
21339527,21340004
21832970,66368844
27176590,24879526
32588088,24262633
31006927,27676235
30943517,15428369
3438012,51337306
2866716,8016375
2695101,25544456
3125612,31594037
8295644,23250363
8234924,32859830
5390303,31310300
4727387,24125836
5235787,56335328
5240093,5237144
5228723,1026774
5231865,1573473
5206008,10780160
5203904,14763378
5179470,15377365
16310415,5236492
16307676,25163041
16668460,52678221
14976900,15167949
54127496,14763292
57309390,32511676
57425585,52464278
59917612,28444650
21669694,21843735
28458233,28463124
27115325,28520415
25681410,26645407
2499450,25152406
1308891,16809377
1607992,11430783
2084510,13635594
646611,16809377
4648206,28168725
5234723,5234724
5241924,15204026
5240104,10780338
5239206,15167947
5230570,51438366
5233426,2889579
12578369,26776239
10162579,5237135
15244378,10780176
50954989,14763291
66834528,28352705
23631942,23631943
21881911,23796268
5238903,10780117
5229757,52976353
5219269,27673242
55624064,27153498
56392057,33420458
4148523,51776003
12987994,21333820
66257435,13635594
28377884,28377885
12895285,21847535
25420521,26642960
9258680,59358
21314301,21314302
25940655,21297272
28559235,21797203
27128322,28480557
28179690,28700841
26641424,5625979
21844741,24253660
1248043,21308869
5206735,59818292
10126954,17661663
59462687,4200252
59585708,17656079
27183906,21381286
5228330,15167947
5241152,14763278
5241243,14763683
52413408,8016375
65985588,58450776
5160499,27166136
5640855,10780122
5171787,10780238
5381192,26549570
28456282,28452166
31347103,25394274
29373886,13172272
29680972,17734743
7491152,13635594
6413693,21296024
7250531,25160184
6079022,26530475
4971263,24821645
4748222,18624912
4725503,13635594
4725168,31203879
5236092,5236093
5235948,14763379
5227892,10772468
5227159,13886678
5234047,15136461
5233218,15271591
5232963,1322485
5221896,30993854
5221915,10779989
5219780,5237171
5183434,27436179
5172268,13887198
5168627,16808966
5166828,18037911
10627108,52276510
11210696,15297633
10379112,28412737
13291398,26385160
13232715,758703
52413202,32966351
57042351,22861438
55233593,27650692
21562782,24649226
28552060,21832092
29298806,28451947
26485846,60439174
27185614,17660548
27175193,8283185
30036801,21729794
1103010,10771484
439195,26642504
6797656,6797657
5235337,14837904
5242084,10780276
5240236,14763366
5203968,10780343
11663110,50598615
9658581,5198971
15564104,26549177
12981362,2654704
61714791,28451932
65205169,17200822
25682362,26641993
31084863,24149335
29588224,27403410
4636741,52678216
4849572,30346925
5234107,5241628
5177650,14888298
5183049,4139031
10757289,777723
57735579,24642986
26937985,21297272
26923760,24441339
25879546,27191193
4748681,18037911
6147941,15436776
5229276,10779289
21807380,16877300
31303275,28076087
6644554,51567399
5240385,5240386
5220157,29393674
5196787,10780020
5182970,5235042
9964526,24096634
13907403,4139031
14541081,26540191
28100913,21531929
27153336,26538075
22717157,22717158
28457033,62195618
25415043,26497993
5227522,10780320
66974227,65342689
27096641,27130249
2108621,21832365
4704828,23163777
4724642,19290740
14032600,23721823
30567535,23723877
30796058,22232473
5220200,52638863
28567218,4751434
27223461,59151053
25183606,26624262
2655221,2655222
5216444,20973935
65594206,14763293
64433659,21852719
29839654,25165555
59146995,25163903
65051437,57878382
64047245,21605541
5228104,5237247
26953618,28752198
33350197,26914726
5234039,10780348
5369939,21861653
50866612,17742675
5240581,12655644
51279253,8765181
5223526,10780353
5173008,51664594
52794997,29830516
25394182,26641993
3320638,27069630
4630518,17743322
26902285,27197141
25701786,26624262
6151865,19290740
30610420,26630541
67044225,15136625
7345717,27694027
5232234,10779994
65346103,51337655
5198170,5238005
5227943,10779289
5239324,12655642
30991014,24432367
27437563,21863523
3288,26528626
6986682,24347209
4744339,28788269
5206078,7035861
5186627,10780238
62415602,25441527
4719718,32858080
22410029,17804476
25155189,25160973
31586464,26549484
17616648,52678221
27799003,52678221
27246476,26543106
25418234,25418235
24142012,24147790
26494460,18624912
21844873,21843058
26563501,27470226
26930518,15387814
21839990,17677053
17195001,17195002
21878514,21090130
21638021,25125198
24449255,51337645
21840460,21730203
21543249,24858449
28820194,60793310
24623933,25135443
24429698,24146076
24432084,17734844
26258046,23721823
25160078,17174730
25650850,26549530
21724973,16893094
21720991,21720934
27167528,24319223
28151864,21292981
21845378,50676321
24646454,24642552
26610530,26610531
32551548,21464284
21861632,6540189
26166914,30155494
28003663,21852627
17655506,17657497
17654762,17657497
25150685,25150885
24106454,25152286
26541679,54043799
32861482,26556931
33248211,32960462
24646437,18642122
27236855,21239672
21823520,21823521
21307838,25151315
26966445,56758740
25646521,15576340
24648569,24648570
25185168,25216079
23603044,24319119
28486597,26504926
22181415,25163506
22094102,3292167
24433723,24409313
33419335,23852569
25151311,25153334
26539357,21108496
21845052,21842076
27152939,26494325
26645252,29810934
26610804,17194556
25659026,55332845
21834611,21843670
27982396,24307058
21846342,21847321
27081323,8233087
20999193,20999194
21555964,24315187
27084915,21800420
22101112,13839590
27088063,26554188
26504182,15297640
21803517,24649296
21838003,14763010
27390114,25152389
25152505,25163058
25215337,26645335
26263339,23827308
25218444,21367457
27075896,27173654
25692337,22915359
26547614,26547615
26549163,26549164
27119169,26406496
21846340,21843515
32730194,21315035
27032888,26490110
27402322,21315469
26487127,59247469
27118084,27118450
32944456,27801143
21840428,21852449
27190838,18624912
27130276,25150494
27196010,26530287
27751751,21531929
24451899,15297497
21629523,26940310
26179103,31311378
28444233,31315849
21839935,21852755
26320569,52678219
25144851,24649319
21863332,21863333
32861840,32861945
30906687,21282242
29806710,24142884
2939741,22778986
74626,74627
407695,10768667
8106923,17194556
4748119,21287219
5236520,58290546
5235413,5235414
5242434,14837923
5241434,14763344
5240034,10674252
5239661,5239662
5239695,10779991
5228640,12744544
5226781,27214840
5233186,2839914
5232708,10772209
5232340,5236082
5232067,10758730
5221561,27214840
5220209,3529429
5198621,10780260
5191519,16809377
5183347,4091252
5173133,5236754
5151246,26622721
11488640,8016375
9826672,4882349
15673909,26556931
51050895,7708545
25163529,24647638
28353130,25160246
1255612,27368795
7846668,25160926
7877291,21821055
5236476,14763365
5240818,5240819
5233275,5236701
5198527,27673242
5148305,5240673
11651629,25163460
14716345,25150463
52799285,26548333
50846512,17588618
24430578,17732561
28679735,25163713
26642665,27694027
27195624,59574745
27065225,26497859
27025399,33386947
31428631,16893458
3806046,28423899
703906,21637577
6256030,31026702
5242609,2274660
5232892,10780026
5232230,5237667
5145035,14763289
10603416,51337306
10307922,22179691
52148568,22179691
50815417,7195370
62524725,21509983
59075769,21639149
5230506,14763292
66098414,22074179
5232420,10772175
27120346,26547322
26796956,26647519
31501746,26542508
31058542,25160726
5241504,7961975
5221634,5237519
5208168,5229187
5192618,14763277
13660452,28469724
52413404,17002381
25946215,1493528
5235330,5235331
59816595,13887198
5202031,6413243
7139966,14837911
11086255,15050265
5215950,10771661
27257524,28014937
25360056,26755155
24647763,24642338
31736342,26531360
29570210,4189120
3803866,17657405
3702072,14763370
2551644,17661663
7006097,66617350
5704249,21842493
5600243,24647027
5236149,14763296
5234145,59818295
5232589,1101760
5152435,15136897
10300889,5239594
15035248,15050265
13527231,51337645
52236187,15297921
56964155,24414400
54552173,27226339
55077009,21097660
61655113,66107719
59695147,28561792
66786642,10771517
66786640,4978580
65195977,21292981
21781037,21832092
28452330,28452331
26616233,25159880
27076428,26698745
29403697,21832879
7502981,59247849
4751570,52678235
5241919,4978241
5229374,15543062
5226804,5226805
5182195,52976288
5147906,5228161
16018391,16275965
14453053,17200822
60909269,52350390
59337179,26542437
61945,2011681
18431,17670711
7510221,27018457
5224921,13949903
5196287,10771661
5183716,30390765
17660573,17655668
8290284,14497815
13887033,18037911
67102840,10779287
8414229,27403410
28809663,28451947
26528573,6010710
27172944,21314302
3341712,25162558
207664,11662463
4599146,13635592
5241388,58290440
5239991,845003
5227807,14143298
5232964,5238418
5202483,5235017
5148375,25219341
5234056,10779909
21581159,21586666
17161822,17161823
27129451,21313553
25163607,25163608
27130014,26534067
21819142,21851264
26117496,26340751
3570455,33419645
5233206,64247221
5218822,10780189
66949028,24432367
30081387,26722862
5233187,5227052
16546485,5152184
21308109,24647752
32588770,21285858
31671300,21835097
5240388,15167948
5190403,10780167
13571928,26635623
25918966,28561792
25957066,55700491
5835783,22289767
4758500,21769832
25140142,24642986
5235023,13016243
5228062,5238175
5232707,1471820
5232556,10780265
27030930,21720047
1066821,25441968
5193589,955699
16814415,4745212
5156359,18037911
62040242,23268318
26165831,23778813
11179179,26755155
66949010,27827884
2418117,21682000
32439852,26274623
61853497,25009160
29809468,25163837
10949282,26542312
27160516,21292051
10627073,21813233
14380159,26640077
6100417,58411966
21760966,27118159
2767324,17200822
5229032,10772476
15673906,31594037
64433560,52678221
27167779,19876034
26486571,28752198
26549606,29271782
5233374,5237247
5146478,2523040
13522055,21381286
4748530,21287219
25164489,25160010
26756402,30987612
2869756,763179
769465,13548076
5223246,5223247
28134398,21576520
4666055,25219341
5227948,10780274
4736389,25162272
5227285,10780268
28837204,16893458
24551529,30394292
29136751,30394292
26895085,26940360
28415757,21842737
21312320,23170327
27111633,23170327
17565093,17155813
24130449,24868025
25245750,21308114
21840661,22922543
21164287,21164256
27191763,29989190
24848509,24148783
24430911,17735152
27091811,26494657
21839597,21534626
17653927,17655668
21848047,24441339
26617256,24158842
22275970,16895743
26950112,26542508
25150595,17658595
17654154,27376304
24646534,24647948
25644289,15390042
29352493,21738874
26496503,28518453
25161037,17564373
21677066,24772752
27244301,24130267
24148691,24158676
32918363,27243683
27246224,27246225
24649041,23241634
21845637,16808966
24745714,15387899
27131384,9998280
32534156,32534157
27991944,27991945
27178300,21591563
27028767,27403410
22263451,22263452
28412063,21593218
33219749,32859676
27120125,27122121
26863412,21525653
33404960,33419637
24899158,21273275
21848013,21843439
25044389,25151315
25150621,22038292
21823598,21823599
26625015,26949369
21809388,25642116
21835567,21835536
27080835,28957085
21838382,21833313
26090543,15387788
21841181,21843692
25241105,27705328
28444884,21842335
23360877,17568645
28292528,23852569
25431040,28293342
27009341,52678149
21719733,17810268
27362852,9997854
27165988,3700862
27236355,26538391
21802126,21852222
25160615,15297639
21872108,13635592
24436620,23774028
26504042,19284135
21844236,21844315
26534123,26327217
32763213,30191301
22184151,4757435
17660507,19247796
25161464,17123858
26500181,26545573
25226428,25226429
28151719,21720047
27245388,28420947
33394170,33394308
21847034,21852724
21842479,21843344
24618539,17655292
27117358,19290740
25478159,21841279
26647028,27874636
21757873,16815559
25217489,21718475
25251841,3328286
27102492,19876039
21315052,25161898
25219959,25216079
26950417,21837196
32557374,27310471
25165815,13178036
26957297,27531168
27077558,26647566
31934723,32861456
26936166,15297641
33420467,25152408
28943243,57565311
25880144,26548187
27237206,21222851
21863505,8016375
29279628,21834274
21845369,17677053
21830475,21568853
28371603,28445989
25157448,61185497
28558103,25322730
26530139,26549931
25650243,25128032
27605317,22038292
24868665,24868666
28243222,52677969
21312835,18788399
25431973,26504509
21314910,25162331
27813443,23721823
26646461,59224978
26953429,26953430
27083420,21838013
31258792,26642703
29474223,4690388
1685200,13635592
1961754,2086697
948688,21862404
7535016,26532404
8315271,21571376
5425838,27788444
5237949,10780383
5235080,5236544
5242024,6742124
5241270,58546422
5230234,57498380
5233911,57991783
5233587,4689748
5220067,2656549
5226285,12801934
5215238,52638966
5156927,57992101
10745516,1107655
16040452,29801521
15102060,24158676
15680103,27075245
14491733,17138706
53716100,56335340
52297935,26541719
62040254,5239956
60508121,18619088
21821831,21842335
27129316,26616446
25171842,27246365
31217103,23162152
7834795,24149580
8305128,29784263
7238574,6737316
5229591,13887012
5232961,13887193
5221205,10778981
5218897,5218898
5214164,10780190
5212189,5224163
5186989,10780259
50753475,22179691
21838732,25159393
26643091,26643092
26497838,26913852
32859394,29474843
2211844,21832814
2563311,26541779
7805297,32861116
7955000,32422225
4759516,29855009
4751026,25151029
5237680,25343882
5236594,4759083
5235725,30049146
5235159,7961975
5240111,2908037
5230471,8241145
5229938,10772338
5219529,10780374
5219272,15137018
5188099,10772477
10830420,22244589
16661283,1855042
15556227,24642718
50669720,17657520
2413676,13972666
52205163,52743207
5187073,50598615
16308109,24317133
27159027,26547290
2373933,32422225
5239247,54127582
26078890,12103080
28457868,21686686
25149793,25151572
25260275,21424066
27080741,26872432
25249402,21729973
21838681,21838682
3439802,29686367
7997596,7997597
4731399,32822968
5219503,5237667
51626555,25152711
56587503,21518850
5148271,51627809
31185985,27592051
5292851,5216975
164024,4139031
59322222,27147084
10013192,5242310
5219902,54148649
32861193,32861917
25163478,24647638
21725143,22636560
21675889,26542114
30467360,21817052
29390990,25441527
29684532,25161076
2027014,28063302
1865485,26530715
6969721,21842395
5256783,24432367
4744499,31219139
5235129,6907453
5229721,13887012
5234101,7264268
5232707,418102
5192314,58290546
15530222,5234714
52063774,32546112
50784417,57992101
56403277,21852382
61882466,17661663
61257933,12578272
65035391,15297095
28373707,27874636
26640988,21605541
29709811,24864550
1941867,21720047
5240381,5240382
5240260,15203670
5239753,5241812
5145712,57878382
13771628,28452199
52378437,28686074
25638172,21826771
4889039,4888880
14547595,27778767
32907263,32590880
29452496,27330741
21584739,21591572
268811,28660815
7708462,23723877
6015189,27134211
5227405,10780274
5234167,10780165
5214816,1506750
11026855,18037911
52677825,5242144
21572822,19876045
5184509,10780351
21832218,21832879
25152973,7863486
22166043,13172428
21730276,21730277
21312779,21108496
27236384,26542028
25440367,25441527
33013427,65409683
5158255,4139031
65205127,52276804
5908297,25151403
5178126,10771464
5147077,22311862
30318563,21547287
5233550,5229118
5220832,4396141
5209938,18037911
33419704,33419645
59765829,5242342
23084186,24649324
54552485,14763372
5236849,5236850
21241428,21720580
31141047,21246057
1427772,32156655
8231261,24432367
12507016,32925852
65051606,21605541
24646535,24642409
5145560,10772287
5144718,5237505
65411988,66107719
5168530,10780021
54017745,17576575
5232832,722821
27342162,25139415
31249013,26755155
59815006,10779288
5234562,5242556
135383,32861081
5202965,10780351
5227351,10780168
24423839,19871723
22387930,24169871
28736814,1638984
27069165,28114191
25220613,28014127
6411133,6411134
5242088,5242089
5230121,5240993
5219725,5236639
57422604,25427707
21314051,25162558
56406216,21843196
27246020,26624262
32842438,26617763
25159983,23360976
28250469,30394292
32540670,29225263
21299839,24646462
25480041,27568473
24623674,24148744
25159823,24185611
28423898,27529102
25946710,18624912
26528349,26623991
27564994,24366692
32829916,21840902
21717808,21730109
21299531,25160768
24429096,24149776
25665812,9485965
24148525,51337645
17577236,16895743
25709235,28669383
26894529,21292678
27082489,22911275
27219295,28669559
28189847,17002381
24895911,20994493
24430718,15297768
21846661,25135443
17721011,27376304
27192196,21637476
27128971,4759086
24417387,50665631
33410824,33410825
26504013,3404174
27111908,26549177
21312558,23162152
32183149,25161055
21769171,21769172
27243407,17180898
21846548,13635591
27591228,52678153
21753327,4744132
23353911,25151403
32975967,32548399
21840923,21638426
26888016,28474755
27405681,21862975
32861128,32952045
32860382,31289117
32859719,32931475
21190152,25121285
25162933,15297345
28480983,31057575
27121013,21720400
24429566,18776381
26486546,52678239
33404989,27245407
26648377,17655194
28579663,16850996
25666221,26992045
31628941,21876808
27081485,21627411
21841806,21842335
17661736,17657330
27052392,26640077
25886391,24647798
21638097,15387776
21846235,21843505
21760115,56563547
27307157,23774028
25241300,26360544
21783947,21847725
17653811,16809377
26930277,25236319
21841545,27059348
27246213,27246214
26542206,26542207
21162344,23620844
21847573,19290740
26990000,26549570
17653816,17656079
26040676,30118103
25950950,23360646
26640828,26640829
26595438,17656699
21296541,25160573
24430575,15297745
26362055,21729537
21300351,21300320
21852723,21852602
25152375,17002381
21332357,25158863
33399871,26809734
25216504,29208207
26484997,21836733
27258733,21381286
21533945,21531106
28665505,703100
28675711,24647771
21765595,22040938
21304523,25161460
26615150,23627830
21776064,25160794
21637245,21738874
28501503,21544453
26755405,27403410
27174484,4208646
21851142,21862503
27178949,25152109
25004225,24647798
27119889,21841523
25157490,24441865
25248195,25248196
21239993,15387780
25151294,25151295
18851532,19903554
29415629,4749233
29722356,24299488
30140601,31480327
2420095,6540189
7379017,52081731
7723325,22718193
8263885,28512494
8209543,28686074
8189386,8189387
5321606,10780380
5238646,31322352
5235931,14763317
5241389,13005281
5229586,5237181
5232929,4689748
5219988,10780276
5224737,6082861
5217106,14763289
5216338,14424285
5192312,10780260
5172992,5237530
5153232,16809377
5146048,5237023
9637155,23252038
10210681,25151796
14400518,22354452
54378921,22591370
53332862,66371433
51567061,4725550
52052550,19247796
55637972,59818290
54777485,10780338
21833312,21833313
21833099,24828627
28457446,21239126
29343779,21748991
32669252,8016375
1038390,22188088
5239110,13771536
5230192,13625483
5220603,14763106
5187582,5237181
5147963,10780592
10745481,25151403
52236176,28825320
62290441,10780026
60801023,24649296
59424681,21729608
23354360,25163561
22704899,55204096
21290259,17658595
21874767,17002381
26647562,28688859
25192909,51776003
2349422,66617350
1095558,26497071
8288064,10780026
7012136,26530633
4745654,20979510
5241054,14763278
5240483,14763383
5232690,10780026
5221292,7179864
5216350,18037911
5166640,18037911
12886355,14763282
56395474,17586969
5239527,2846865
66401165,66107719
21846611,11430783
26316514,26316515
25309795,25161898
21639511,21240252
21302010,21302011
25362368,17661663
31526567,21292678
5234229,10780174
60067137,24868025
5234435,5237863
21313870,50733553
27191283,27192353
31243797,21862613
31216404,27243215
29512840,24378714
29637327,33215474
1528917,21846469
1588396,27158710
247833,26549484
5237356,51438365
5240976,5240977
5239015,26345944
5232971,5237863
5231401,7264268
5221062,10772238
5220623,10778963
5219020,6082861
5206958,4835034
5198095,3613934
5187578,10779284
5145466,13635594
8655092,21843398
12888777,25918885
13210435,15576320
13527229,14763296
50846466,17138706
61466128,21638426
60694223,21621215
59550232,25159314
26642335,9826796
26768168,27494006
25431057,21842399
4751660,58450771
4759523,52678237
5241705,13887196
5241016,14763374
5230571,4230332
5087936,22392505
52152911,27349597
28400535,28455765
5234387,57991783
5198931,14763366
5191708,51627809
5191465,13625387
5182438,5234943
5147727,5292852
5147073,7815455
7302388,14763381
5223531,5240977
23353443,17002381
15108192,32861949
30922251,26274623
29538742,24441339
2278324,27475297
2047224,23074801
5233491,10779994
5145157,14539002
62300181,25151029
29289774,29669577
21839788,21831815
25822957,21821957
5228334,13625481
5234579,10780198
11663145,65652677
60624252,59818295
25357086,19876057
33506620,27235632
29801640,26539784
3465120,21839643
27012984,21308583
526444,12744596
5237170,5236935
5240060,13016242
5239232,58290857
5234423,10780349
30077868,25162272
5242703,5234864
5224707,257417
5172056,22638005
11811417,29144877
5228781,257417
53052613,25234946
25356019,27196822
65594213,27964458
64233841,5147088
13907428,10780181
5229784,13162592
30578086,28175021
1504294,21381286
5145863,10780351
5677286,64394563
2335278,26548333
5221756,10780243
31032780,24457798
4750987,27178080
4233098,26548675
5231587,66537338
64231908,24864550
57422282,25158672
5153628,10780020
4724598,21640299
65717736,21175031
27128524,17576575
5221700,10780241
27066702,26641993
24433605,24433606
21840178,21840179
28456039,28456040
25649167,27116886
31873506,28353940
5232003,10780244
5225667,5237912
4748322,26520618
5238604,10780168
17661710,17656537
