userid,departmentid
24252731,24252732
21847297,15387902
27996582,27771221
32861307,32861868
25949064,51580330
25216918,21286045
27190029,26912140
25180251,55399993
21635612,31204578
21257468,31366437
24147505,24146972
21622291,21720036
24287546,24159431
21841104,23361133
24319106,17325536
32857057,32857058
26639908,26634798
25306093,26542312
26521273,28461087
26547571,29481075
17721804,17733453
24430207,17657232
32412310,9998283
26521089,23774028
26540186,27716552
25151219,25151029
21847230,21847231
28525223,29855009
26645115,13172429
26538822,26538823
21842552,29380049
28418132,54867448
24294450,24377672
23135338,52677784
27030835,27976058
27124930,5632921
27772711,21744505
25151070,26988322
26914005,26914006
25183631,25164789
27118341,21815951
26648478,21718475
25221058,27403410
25238081,26642298
32561669,27368795
26935995,26633805
21718931,5935335
25217729,25217730
24881093,16842708
24148070,24291620
21599902,21755077
25602122,22311862
32963970,32966461
26337000,27403410
29138162,29536905
25326412,21863239
26528625,26528626
25179434,22179691
21843464,21843667
21312453,25159880
25160371,25160375
22671945,19635142
25164383,25164352
32547525,27676235
25151844,17002381
24431861,13635591
27050718,25433232
27108915,60275958
33007678,30155494
27081285,18468669
27030954,17200822
24299627,24299628
25412360,25412361
29275723,51776067
25727054,3615960
28109046,28119097
25152662,25163903
21333546,21333547
25324879,24365939
27428741,59188163
21845957,21841279
25150737,25163460
19747287,14149911
21832471,21832472
25431339,5696564
30596407,52678371
29725019,26541511
30368004,24275980
4150963,11430783
2299049,27874636
2438251,24647801
1114099,4098783
189995,24432367
7948423,13635593
6913989,4091252
4423374,17180087
4732486,21729925
5236406,14763680
5235734,25364615
5235624,6082861
5235037,14763379
5235097,13887198
5239361,10779934
5230498,14763371
5230168,5236001
5229840,56335341
5229766,13162592
5229510,14781140
5229444,7887293
5229443,5230328
5232729,1117105
5221641,10772242
5220070,5237195
5224643,10780160
5172428,13005281
5145504,10760944
5144577,21863810
5152404,13200993
9885840,24366692
14976927,21292678
15674054,60836885
51279256,10778968
62725781,21843305
60624243,21605541
59595917,25161468
25163877,25158672
26441325,24642718
26168301,4882349
30629049,21720047
30426391,21834241
29781093,29830516
4613760,21308512
5236991,5236754
5234945,21561250
5241573,50612385
5230582,10780246
5229165,15167944
5219735,5220554
5225893,5237530
5211272,6920340
5218027,52081731
5199288,10779935
5151045,5151046
21852754,21852755
21841051,21852325
21847662,21841279
28371968,21558641
27414735,13172428
27076431,25159393
25216638,26648238
32860786,26929147
29940911,30049146
1642054,27211209
8005917,25343882
4260708,27803346
4501883,21194299
5237156,15377365
5234244,21561250
5211885,10771507
11294471,16803214
13717575,25151989
51913415,1657854
58137850,21835210
58410415,25159889
1203620,21381286
29382744,21298459
51531593,5236841
15387716,32861863
13230860,22237856
5236593,5237530
5229137,13584457
62414171,27069630
32589499,21285858
27349453,21846327
2701782,24185611
7561693,24148381
6436156,26547290
4707157,29612499
5242874,10779935
5240667,51759064
5213314,5229499
10674603,26924803
10524691,15297660
9874854,4396141
55633516,8016375
60732590,4978580
4733838,24237493
5220195,5237217
5193003,50598556
12263436,17660633
5231394,7264268
5182588,14763293
6765942,8016375
9843003,8016375
14935863,10780122
65594331,21842567
28702341,59247469
21854822,67002552
26582208,24441339
30559123,19875893
29796493,21308869
290303,9998319
7575537,22941571
7859172,5908211
5659775,11430783
4854898,21532900
5241006,5242310
5240136,10780276
5239788,5235042
5234412,10779909
5233643,10768708
5214525,15167943
5196578,15271591
5171311,5241911
5156997,5242275
8955366,32957507
16307707,13908755
15443976,26504905
13547041,228767
52023839,5236950
50842392,25160965
51170247,26645253
58125376,21615463
67005293,27716552
26487342,59247452
25709656,27694027
29557746,17200822
2974417,29669577
1004697,5236725
7173548,21286045
5234953,10780021
5242313,1589385
5240089,5242574
5240099,50612385
5239691,5240028
5170960,6010382
5151559,57878382
55400369,26957457
30551675,50342779
3552896,26507994
4747629,18037911
5234466,7091283
5220332,14763290
5188122,13005280
10206212,32861949
57305802,21862857
54958324,23361133
61533699,22861627
25632395,26628411
5205922,10780351
5180445,4452829
14976897,15297345
65427707,23359869
31167437,25151917
29644616,23794588
1252632,52677776
1459742,25163802
5241443,13016245
5240619,5242144
5240481,14763382
5228288,14763710
5233507,10779994
5220258,5237217
12454604,32600414
14344378,24433882
57314164,26538194
11535261,2447526
21315034,21315035
23990078,27676235
21719746,52207583
21302463,21302432
25162774,24649319
25738116,25962558
5241488,1550268
5230194,583759
5151331,5237972
50909846,5970282
66098389,66368841
6132907,21320420
4232721,29199377
59595918,26542838
23827307,23827308
29655437,25441527
30008032,28660815
25720940,27236552
5229094,10780165
11835920,21307796
66311334,26825048
4089114,21531929
5218587,4139031
8713947,25664763
27215472,21381286
5226153,27827884
64112117,64343955
11182001,21832515
24148748,15297357
25152657,25152714
5226118,27827884
64245878,27051252
630460,21627411
25344511,25151917
5232909,10779380
31231632,32861881
28373818,25164719
5218784,10780189
27155818,19876057
5227322,10780165
15436676,10780265
5227234,30993854
5232063,6907453
26008795,26802427
21314017,16809377
21313526,21299816
28369021,62195621
27131883,27223949
26082759,25151105
33398768,32590880
29620655,29131772
2282942,32590880
2509324,30979178
357646,25163681
5228305,14763345
16040607,13548311
26462975,13635592
5237632,26630541
5158785,22311862
14297058,5908512
28722657,24148455
27740816,25163574
22529701,24414400
24150014,24141977
21842784,18624912
21845668,15297498
26504659,17677053
26616457,17656036
23931640,25162131
24147489,17617334
27232728,26543456
21573801,13172430
27790502,25162091
25163542,17002381
21613208,21382080
24866205,24430900
25160270,25161437
26619807,25161430
27556135,16974172
24107783,4938762
27246397,24772752
27246400,25160467
27799016,21754618
21590729,21593044
21770317,17586969
33006522,21862404
21275125,1865876
32860345,27243654
25949817,17661663
25102770,16295646
25938332,21278347
27592050,26556755
27472130,21637163
27540879,16803818
21760970,24800060
27031537,25163517
25248462,21393019
27196857,26530633
32859873,26557959
32860015,32966417
22921164,23811304
24441840,17327568
21624944,53977030
29158835,4746512
29326683,21625588
27238776,28766264
25164186,17011373
21862867,21862975
21314109,4746497
21833866,21720810
26495065,26495613
31942129,27174479
21848779,21848780
32543629,32543630
29211951,31366437
24307805,56758740
17742363,17742697
25442724,52677639
25688868,25216079
21760780,25152195
24147601,17587284
27103160,17613605
26623013,22154547
25910679,52678290
26054206,26054207
24356267,32397850
27117145,28377885
24429926,15297635
26568100,26568101
21834798,21824643
25643299,58043869
21239528,25153342
26529738,26640146
21730058,56747778
27436715,24285459
21843569,21843570
27080451,13635592
22656263,22031427
25261973,10780257
27114867,52678219
22216563,25162226
27122473,26541371
28724455,54127554
21843427,26555790
26533208,31350926
21845215,19290740
21844599,19290740
27087252,23360646
24433580,19892641
27213011,28175650
17696904,25160926
25160925,25160926
27397350,22941571
21269893,25152626
28794927,24376517
24647674,24647675
25981627,25981628
32588790,32590846
25162285,24649222
25417865,27196822
24903015,17327568
25217910,21422232
25361014,26645747
32848688,29207599
27027444,26547290
25662125,21837196
25726936,26642704
27663580,27663581
25217874,26569524
32881529,28759388
25153205,14902871
25231599,21836733
21718530,13172430
27212361,25152757
27118903,21308253
25378595,56758740
27043423,28447413
29325282,19876045
21270473,18037911
26642503,26642079
21535590,21593044
23301158,25165417
27099087,21286080
21851710,21755305
26630097,28957085
27134063,28957085
26541173,27075245
24315186,24315187
32548178,23360646
32515618,21285858
31028166,13972666
29602999,21377215
30101940,21842988
2622415,26642332
8318448,24647764
7099868,21816907
4587267,52678241
4735837,26658460
5237141,10780377
5236474,7948279
5239185,52638968
5229318,5229858
5220268,955699
5225517,29686367
5180303,5388870
5179884,52975965
5182664,14099562
5172831,5236954
5148505,18642122
5145950,27728118
5080458,27203500
9043251,25181913
16307674,26539587
51644676,6186897
52378457,31026702
55944816,21638456
25332285,21548075
25227837,26640464
25429014,21297272
26048037,26048818
31226990,24299127
286953,286954
5242816,10772206
5239012,56335319
5229533,10769249
5233852,10780592
5191054,15136897
5178795,5234714
10761111,21842399
9238717,66371448
14935865,51775709
14491751,6920340
12824406,58290559
66825259,15188958
27713385,27713386
30948180,21292678
5241345,14766541
5229599,10779909
5227491,59818446
5234485,57991783
5232334,10780168
5231378,10780592
5211645,5236681
5203343,10780287
5152405,10771464
10077505,28780579
16661308,26554103
14888257,26929271
50788954,14321797
61448328,17660778
6816161,27192353
29894927,17734844
6820606,32971725
5205187,5237023
8077613,10779284
5235125,56758284
33377550,14763680
21308797,24647771
27119828,26542042
21852915,17742675
25127808,24642986
21835677,66368844
26294436,17002381
25420748,26698745
25887912,25431078
5235926,15167943
5202461,5228097
5147899,52072383
12285477,22263452
61321777,27425423
60229237,12585797
5228060,4659622
5224514,52678221
30141160,21738874
5241877,66537338
65983286,52678211
13233075,10780122
4748504,19290740
27184748,26542114
26530632,27245326
21874612,21576520
25320373,26497993
30907393,21852222
29902700,3330683
2633091,21297272
1669977,26623800
4898075,5093999
4744093,27190893
4734545,18037911
4733618,18037911
5236404,14763369
5234905,5234906
5239016,14837572
5227612,57992122
5221108,10150081
5219726,5236216
5218902,5987213
5197038,27194175
5155659,10779994
16308287,14763315
53917052,5236787
50784419,21637396
51178252,6651285
55589266,24148516
55418986,26621822
62608909,26642681
61300526,20997610
25157883,25157884
25163336,25164228
21640118,21730105
21598058,13172031
26542490,4308557
26487259,59247469
31106545,26640816
30962702,58049167
29444082,26548518
592836,52207482
8155807,21832350
5242017,8077451
5239550,14763271
5234548,10772209
5202030,2889579
5181444,26642024
5157001,13635594
5146168,26929271
14785407,8010904
52413221,27531168
50453045,21843196
5236147,15167943
62040241,24433882
65204813,25159344
5178855,52072236
27176292,21395773
61009,21861754
25163270,17002381
27176172,26542046
905674,10618459
5237626,14763123
5221013,1521158
5207354,13635594
5146697,14763018
9496737,2047253
9797003,24262633
9238343,24442243
15564457,27296132
62342744,28428578
8209693,28377786
25309911,27174928
26794385,30324878
21532764,21579935
21842661,27118159
28483379,21862975
7376123,26509091
8246642,21843550
5242243,13016251
66750291,116943
65204802,65342689
33463932,26541774
3091793,21297272
2939775,32622947
5211442,5237530
13886796,25163087
27137314,26542970
27075985,26484067
2178715,26534155
26638937,26638938
4746674,27134211
5230520,5239891
5226869,10780021
5198972,14763372
5234434,30993854
5170985,18037911
60219583,24649324
5181455,10780351
21501321,19876034
29854762,23723877
7981016,32590880
5221392,10780243
62472894,27650692
10489526,16809377
25664088,4752285
25215841,21573472
12393705,29784263
53280923,5228868
26572514,21720047
11663221,25158514
5160026,18037911
26599317,66298152
5242298,10780021
5227155,5236202
65594365,5251518
5218678,10780258
7414529,26260636
21842230,14149894
5227409,10780268
5232569,65204974
5183737,5237224
31241690,8016375
5227882,5227883
32675157,29137165
6392699,21682000
2368658,26624262
5225121,5224986
15556225,10772287
24871032,66298152
64506222,17186991
5202204,5228097
5218663,10780189
5148071,15177866
64661334,21682000
5212108,5228953
5240032,10780021
24316326,24316327
27508835,21861947
27192487,26541178
27075233,24433636
25325292,29520295
5230141,50559054
9898495,27295814
13766637,55698631
59292899,3768571
6117507,28749819
5228215,10780274
5172681,25879547
33060643,17657405
22597180,23677086
26533102,26533526
32546074,29225263
27758254,21162832
24920062,52678221
26540543,27196498
21801407,21842950
21845861,21846714
21293973,23170327
25892727,18624912
24432579,17677053
32590410,12103080
21600696,21866171
21312949,15093632
21314738,23566518
28769101,21547287
25161459,25161460
24148347,17655668
26616055,20994493
24442022,24146076
25949218,24146076
21299023,24416913
26552215,25160065
27175163,26541648
25304022,23721823
21830782,21720593
26507564,17660778
21845132,24884644
24448139,21026100
26553000,24149452
23444386,24649222
27175628,21281331
26873764,27425423
26531468,21277959
25162372,24790889
25159946,30195487
21637495,4751462
24141952,14819180
21291187,21292981
24433511,24442243
21299725,21299726
27047344,26321503
22880515,11430783
28358555,21576520
26616152,26618509
21306993,24646646
32843524,26887993
32861948,32861949
31679511,6920340
27561811,306663
26495719,25349351
28371425,29393674
33397682,31311378
24442406,24442407
24647016,29924141
26502307,26502308
32546973,23221871
25164381,25164382
21312465,25152223
27123851,27330248
21841325,21852293
26879925,25165251
23833059,15387776
21862140,8016375
25151749,21108496
32436301,56563547
23353197,25163903
27088523,28689197
24430252,6461328
27075768,25153290
27243750,27392459
27524474,24307058
27076216,22167458
25810981,21847700
18188293,19247796
25157600,16809377
17194992,24166139
32859107,32925014
33215333,26925871
21761016,21852719
27196806,15297922
32600416,26541378
21854802,23627664
24430597,54127554
27058401,52038602
26540636,30029094
21851147,15537577
27192564,26615346
22042506,24366001
26503504,15297632
26541005,26540711
24647758,24647759
21818007,21843017
21844322,21842567
32961331,32961332
27070106,23838811
25465358,21863361
25152296,4745212
25947330,27243048
25217833,21286045
25218171,21422232
25359253,26642121
27323377,21838628
26953965,6248723
32548440,29520295
26568836,26569524
21751231,53977028
25129596,16815559
21846737,21842373
29121721,25151459
27237124,24647546
27186144,5625384
25150754,4724209
29301665,21333547
26895870,26535401
21730075,21730076
21638287,21638384
25164750,17734743
26350585,26350586
29182598,21175031
25164424,24647439
21842346,29654082
24348030,24348031
27753841,21834552
25632915,27082143
21852695,26924803
22859873,9998328
27163980,25151944
23687908,27099083
25152054,24870661
26915669,21222851
30535334,25151111
29454961,30328588
2471439,4091252
3114369,27219609
1214225,25162091
1218044,17684139
1596349,21730475
8086986,31930101
6422840,22949694
6682933,57958861
6988316,26583053
7339795,28377885
4363013,21308512
5235101,14837912
5234868,5240831
5229841,2422140
5229783,58269947
5232627,15136624
5232131,418102
5232068,13625483
5220582,30619706
5219587,955699
5225118,59218
5188323,5237408
5185773,14763378
5172166,5236492
5165739,10780020
5148199,7238178
12231415,24291620
12507125,26496805
9802939,56758740
54226671,24873343
52845602,25163713
51435513,22179691
51808993,21833726
51739473,1919858
57326007,32600980
60532472,21863573
21845395,66176473
27068659,5521896
32632892,29188188
32152412,65204973
4311397,31229028
5236716,52975977
5232428,2517597
11663307,25163365
25163706,25163707
21593679,21586666
26884617,23354611
32615811,26048818
7847406,25160819
7883429,7568361
5242440,10769087
5240289,55204105
5228314,4689748
5210791,10779289
5190403,15377365
5180108,5237408
5178889,10780592
53350205,30328588
50559850,56727176
58546424,28561792
66081684,10779290
5240258,14763293
5228074,10780106
21675418,62039996
31119115,26642928
1019720,21842399
8142567,29866689
5238234,52350390
5184428,5236725
6731956,64048302
25430817,21297272
5235043,14763375
5236126,14763296
31309401,67005316
59418618,66107719
26538623,26632382
5242188,10779283
26540635,28419609
21768501,24954364
28366820,21308512
21771594,21308869
27129865,26546892
4130630,15390043
3074351,26616126
2096611,33419650
1022091,15050265
972146,26545346
4307708,26548518
4200976,23341645
5236759,5236760
5236337,13005281
5234902,52276510
5242248,4396141
5234635,5227052
5221837,5234439
5219629,10769279
5219286,2414883
5218913,14763384
5146297,52082084
5094396,7193381
12507050,1741101
9496736,17138706
16040633,33419637
13671835,4139335
13068575,52976367
51832469,5242283
50465009,54378897
51301168,23170327
54552132,25160504
60524056,23250363
60382350,17657330
66453902,21730246
25165134,25165135
25161806,25162592
21832297,21832515
28457905,21240762
26548105,26548106
25220456,28533357
3854359,25158759
1219629,22911275
1582500,3596643
8337782,24657868
5237280,4751639
5235544,14763344
5235333,5235334
5232461,722821
5146524,52326241
16307816,27223582
56649783,24649296
55588976,28241508
60763910,57878382
3366282,26615731
2862244,23339640
5238930,15167943
14424807,52976367
56937726,21097660
60637413,10772338
27687166,24648596
5232928,7264268
5172275,5229787
65985742,26641993
25152450,25152451
21308663,21308664
21864184,55700482
27236097,28044517
31438777,32668883
4939573,24647027
5242847,5234855
5190854,56178462
53976965,21843336
21838651,21843336
27194250,24252732
24433881,24433882
26900132,24432367
21315078,23353035
27195868,26542956
5240557,204618
5220495,52638863
65915191,31621457
5842852,25323900
27174902,21845217
25938900,25440839
5220403,30619706
52297787,21523506
60351478,21842643
3002971,21297272
5196305,7524193
13717569,14763315
5223505,955699
5233432,10779979
52677826,25161813
4749399,19892641
64552346,22861438
5223459,5230386
26806604,26547290
9825243,26541378
25969504,29178753
5235137,32511676
5233416,4139031
5182132,2523040
26103931,26548333
5236706,5237530
26775915,26497993
5230497,12655644
26952959,21381286
30685174,703100
59099463,24858171
33060294,26641993
26498036,28520415
5203336,10780168
5623678,29137165
5229250,10780165
4730066,18037911
31260294,25151917
5959572,17200822
26150107,26624425
64146623,27716552
63166384,27716552
31818561,21682000
29883664,25441968
52085710,26755155
21307874,21307875
28522748,21783222
27157979,27295814
27078121,28660815
27018671,25151148
25996733,26548333
30891281,13328826
3263993,26506782
6619498,3738565
5239378,65696079
5219733,7524193
51373777,27352831
21841107,25160061
27135734,27219049
28137924,25160246
21301337,17734743
27200189,24303511
24430053,24378714
21863360,21863361
26508991,26508960
23924717,23924718
21840483,3294870
21313817,17571317
26924846,27592051
26564088,25155940
21637305,21638192
21631150,21637979
25156805,25161349
21739434,3714109
21839517,21534626
21768010,25160752
25163038,17658595
27190401,27003638
21842402,24858449
21846273,21852337
33410010,24146076
25722986,21738254
27191187,26639628
27796038,21637476
21638461,21720593
27242800,21593044
24441475,24149452
21838540,21842813
24648775,23241634
24147814,17655503
22574769,16893094
21647535,21720542
21844051,17615902
28045164,28441089
27124947,919083
27175576,21844045
21860874,21861250
32830809,32830810
26526841,26526842
24378675,11430783
24147229,11430783
23811728,11430783
21846027,11430783
27131877,23811304
27118879,26637628
22416605,24647557
21534917,21535942
25222953,26620422
27131751,24562877
22200633,24647546
24876090,17657139
21847844,61053081
22751140,17742697
27175463,27195598
27058616,21834552
33010753,32554675
26624507,28447413
32865519,32936076
21635772,14002731
24413456,24442407
24431746,17325536
24243227,17818576
21843313,21843314
25953777,21824643
28457115,24642881
29297013,1885953
26532377,28412737
24414411,15297920
28293294,28293295
27113934,15297764
27196913,15297770
32865709,32865710
27299394,13635592
25677995,13635592
21720035,21730071
26538084,26360544
17155994,8450161
26156047,16809377
21636060,21729371
32936933,29225506
21535010,24641557
25936528,8233087
21833137,21598120
28380150,28380151
24847654,17656079
27079809,25151944
17340336,17149584
26501623,15297659
26528298,27026931
26883181,24347020
31908625,31054551
25227806,25227807
25374045,27194669
28521871,25164719
27183661,26552531
28463123,28451947
25196803,21518850
26549442,27461419
22607885,23994072
26108562,21102901
16806431,13635592
25163320,25163802
27068220,5935335
25220123,26633067
17657259,17657260
26815610,22949694
27092273,21838013
17327599,17327568
27602466,56178432
32190839,27803346
21787239,21842335
26022283,26048818
21787270,29852154
26685085,23360646
28722442,21308114
24646486,52743207
32936974,26555503
25912422,26542265
20974121,23846435
27192571,21576520
32956778,32959471
32561593,28377885
26554392,24432367
24319937,24319938
23762573,24147524
21582038,21729829
21521683,21070388
27050796,23721823
27043784,56758740
32725026,21846327
32843434,32861881
30901446,23761417
31036945,28447413
31383460,21256086
31208450,15690693
29618058,23811304
29746808,24156628
29677655,13635592
7191607,29577374
4393363,1864454
5235293,13887196
5234850,14837931
5241897,30542939
5241066,4689748
5229996,5236885
5219704,2839914
5216761,55081650
5147041,18037911
12568833,25219341
9466976,19376689
16308253,4746876
16307639,29137165
15262333,12996548
12597443,25163713
13438203,22179691
51950648,25151984
52413208,17002381
62144188,23252038
60837301,23995417
61240906,23170327
21302581,25160973
28681248,3825757
26628584,26624028
25410956,26538574
25216313,21605541
32646719,24018185
30723709,57565311
29709187,24045468
2192071,17326820
424674,17684139
8218196,26652729
6532154,25304382
6377760,23153568
5239600,12996549
5229611,13887012
5228971,2265074
5232838,10780244
10627119,56335328
14903545,17156783
62524879,59906204
59299006,10778960
21792385,21724009
33410535,26580636
5393677,28172723
6213708,59818290
4249733,21751296
4725180,21764519
5228898,1850834
5221948,1102316
5211862,15188958
11163826,32963600
57440895,21818571
59569495,17657244
53976989,52072383
66917678,26539134
5178069,57346518
5229940,10780286
26492455,59151053
24996140,24649324
28382133,28452118
26498579,28657389
31375508,14149912
29840833,21729658
1438655,27110432
1753664,26491667
1742387,26540191
5189062,24759312
10210567,60439177
10311156,24870661
52413210,8016375
5241825,14763710
21330845,8186284
5239882,14763366
5235653,14763292
7708544,7708545
5146044,21842493
5203248,2846865
30142255,58450796
5204982,27133652
5232938,52976367
1682077,848560
29547391,54378899
30188761,17819084
3993739,27246365
3134762,54148651
7726799,1516894
7889317,4143396
7062319,21399293
5623755,26707929
4759459,4759460
4722030,26419797
5236525,4659622
5239059,5234993
5222042,1471820
5221285,6587298
5221090,10780371
5219147,4978241
5203837,10771660
5202643,14763313
5184164,30619706
5172461,10780103
5146029,5146326
5152007,10772477
12880407,26274623
53923834,32966587
57715151,22179691
58527622,15297633
59224970,52678324
66081668,3601131
21833724,22718861
26825402,26648518
27131674,27186493
27087276,26640816
27038730,24376454
25633288,28786237
32624150,1129247
32627722,26641428
33400837,23627830
29807154,26767816
3709159,21367457
7090073,16202923
5688549,26633805
5235616,14763710
5242861,5236240
5228385,5240999
5225867,14788216
5214674,24884644
12736528,25162331
57075931,28520415
21724472,21325630
21573047,21591698
5460806,27295814
5232397,10780241
5178846,31023083
16627697,52638863
13233082,26506782
55332633,17656742
27127949,27158710
29398908,21852343
5241742,10772449
5226832,10779004
66949049,5240732
65205131,13005281
21253413,25162558
26535214,29271782
27176086,56758740
27119219,4756587
30568488,23351433
29667412,21876808
2505509,27185169
7710126,31081987
8212889,30198841
4759401,33388406
5189913,10778976
14032444,19633575
57202180,22861876
61556341,21738874
6756575,24816222
5239714,14763344
55433629,26541023
27175036,26534641
21843376,21755077
24304387,24346970
26888591,24432367
22734328,65409683
27164987,21590750
25879765,65204972
29437737,21762051
4756590,17734743
4732350,26722862
15674079,17002381
29474558,23721823
5221879,1851653
27219869,56758740
25442794,30979178
3618322,28190828
8198298,24432367
6255677,26624028
5158870,13635594
5220599,58290498
21573231,21586666
26585675,26585676
32865709,26622192
6118103,26484379
60800996,27226747
29585198,28540694
12342561,27425423
66081636,13635594
33242910,25162657
57373927,26497993
5220519,5242788
51958348,25441527
26883973,21720047
64146586,16292991
5239066,14763282
21340081,59247472
65427685,10756846
5227129,10780172
5188692,10780020
29531488,59247471
28768547,32824843
62290439,14763315
53675134,12925714
27018079,19876034
5146924,13635593
22405415,26091482
5227277,59818293
5220306,7264268
5261116,27118159
66823012,13635594
66924598,21175031
33395129,27192353
16145476,30065022
53138028,10780175
6735603,6574299
24886287,32900833
24877148,13625480
21308599,21308600
21690665,21729459
21842981,29170095
26648539,28697475
27236333,27129223
27128391,26540308
27075455,27143682
32553943,27773417
5241282,5241283
5241249,5242602
5240824,2839914
5229595,257417
5202382,5202383
5147053,7987583
12678460,28456989
13184275,26540452
53659339,52566579
54958331,2839914
65342719,28535025
21291934,23360976
25295377,26628411
17660617,17657472
25164668,25160973
17742312,17742313
24147267,24147818
29295383,22922543
25165643,17571317
26628934,24158743
27246122,29989190
27185218,26542114
22568256,23726922
26504375,26596025
24460066,17735152
21306093,25161460
27130966,21297272
27121937,21297272
27244452,21640509
21844784,30344098
24996103,3738075
26618515,28669559
17655404,17156776
22096282,24149335
24430955,17734844
32861380,32861381
32931190,26555117
28559710,21572637
28564144,21637396
33409970,17691114
24429062,17186991
32830805,32858439
25939233,25441110
26617566,25161426
25939771,24262633
23209178,25160138
21836714,21332228
21697046,23868617
24147497,16808966
25163673,24647439
19633431,19633674
26495320,29212861
21586575,21586672
21832231,21846526
24770450,11430783
24950975,11430783
21847042,11430783
26378152,21349750
27194921,53977030
21350047,5251518
24429968,15297356
21312904,25162155
32859071,26617591
32860753,7670697
33388519,26500557
21198724,22714890
21592295,21585980
27075536,21799984
24147858,1273967
26949974,26540949
28684800,21834552
21824965,21835536
24429826,22354452
33404176,27245407
28063126,27570649
28140977,16853206
26897498,28957085
32928489,32860078
21339456,21339732
21304934,17818576
27085741,27085742
17734171,17804476
28543523,13635595
21845445,13635593
27192328,13635593
26609325,19159622
25637604,28505328
25206304,25225690
31574710,25153405
24431849,23755042
25923451,21778609
26556792,26648320
21528794,29676942
17140685,17194556
25160956,13635592
22534664,1639041
28781619,23774028
26937366,26937367
24355053,8450161
32944058,26633805
27117200,25152350
29181756,19247796
27131203,16809377
32861001,32861917
32851955,32861917
17143954,50342903
28688761,10780257
27197080,15297922
21303184,18788399
21841312,21843344
25165578,25158887
27688848,25151944
23351953,23351954
27244589,24442342
21756484,14809412
21841661,21841279
21322431,21322400
21314928,25153204
28555234,55700600
27304502,27330741
28377821,28377822
22028352,25165569
25829115,19159622
21729864,21729865
32561558,21837196
25218740,60439177
21636640,17696905
27137411,24262633
27099133,27403410
26796658,26534217
33349407,26809734
22963387,22165190
27196168,27716552
32590300,29778861
26755515,28014937
25162546,24642986
26532107,25159314
25628618,19876045
26530216,26616446
21849267,21862907
24148760,17156734
25152858,24642630
26541516,27425423
26787344,25164719
21856358,21856359
26902431,4756587
27117847,4788017
32861829,32861830
21843943,21843962
27175499,9740417
24428682,17673553
27593483,17588618
27174461,24432367
26528575,26539583
21307980,30979178
27131518,25151944
21314431,23796268
30989330,59247848
3117546,57075534
1669029,2265074
1904119,21769343
8354929,4098783
7065817,21845186
7325819,25162111
7156521,6737316
5237606,25364615
5236536,7524193
5235548,13771537
5234848,5912775
5242509,5235040
5242140,14758839
5239067,10768990
5221800,10780243
5222626,10780190
5191595,7487488
5145877,30716545
12449828,24642718
16308139,24346690
54466672,14758839
56160357,17657497
21638258,21638259
26547996,26707550
26903736,51775920
27176654,27194669
27080438,28377885
6355196,24148534
4729598,17818576
5236886,5236887
5236045,14763382
5242105,10780256
5229495,10778976
5228315,50598557
5233147,51438342
5232262,2889579
15244366,19376689
62290463,28786237
65205145,57584861
21822642,21843515
31766417,13635592
4150560,60567849
2449597,24642409
250628,25219341
6202227,51776010
5241834,56233859
5172482,13279987
5087744,21729829
9258629,919083
16637407,4751639
13771636,21800331
13547034,52072433
57747060,27673242
9874834,25165770
5240813,5237530
5688295,21240762
4741762,21843550
8073401,26645335
5232739,10780268
5213983,26371680
5241651,7732279
54855749,2047253
27411299,21591563
25163221,19290740
4038990,13972665
5221880,10780162
5187865,54551882
24106753,24106754
64176087,7415614
5240857,5236887
21396504,31057575
5214113,15136461
1867374,21817052
5227832,10772399
5228904,5242556
5232699,1743541
26762721,26541779
32619460,32632483
4047791,17734844
1021459,15050265
7808364,21424066
8318838,8258625
8295711,30195487
6685372,66617350
5237379,10772175
5236616,10772399
5236137,14819182
5235235,2414883
5241448,14837931
5214050,15377365
5206153,10780285
5179652,5242364
5181984,18037911
5151055,12428334
12117494,21852719
12948764,15576336
12908074,53613462
58079158,18037911
62277509,26643310
61387678,21638359
66401248,13887196
66401271,26756902
66401157,29640416
66750302,28293225
21725022,52207583
27079411,15658282
25196602,26704592
5236721,14763272
5228686,52072383
5218654,2771881
5224637,52976279
5182916,7961975
5147710,24649296
55233768,28540513
23941785,24307058
5246103,25151944
5242373,7472687
5229878,7961975
5219261,5230386
16621835,21313553
57707930,21293271
55645077,17743322
26624006,26632096
8257023,21586666
4751465,58450799
5229053,7264268
5198063,12452227
25164950,13635595
27186569,24879982
472932,27705328
1046260,25164789
895723,17192789
5221095,10771483
5212582,5212583
9874837,24734514
61178488,32957507
28435752,21593307
21832982,24877763
26885375,26541081
28457905,28452279
29232828,21803841
27001754,25064810
30528068,11993558
57424113,2889579
65594242,66368842
65862680,7415614
5216023,5228953
14032597,10780341
66263214,13635594
31226537,23721823
30162789,14763370
7390249,26534446
5242570,58290856
5241145,10779382
53716015,26639628
51018357,52638863
25309857,21728617
31049757,65204972
5239764,10780021
5182469,66537338
5241747,10780125
12908086,30735704
64205956,5241447
5160684,14099889
27191115,28957085
25335552,25165751
32415448,21863943
60624253,25343882
64076038,21515519
5233973,30993854
59088609,5227883
5240656,14763292
58930539,17657330
5220372,5230386
5145463,65204975
30913818,28675963
11557957,52326241
27082218,19876055
5220742,65204967
66369206,15297633
5188045,10780278
11020354,21823368
61195530,13887197
57120267,52799270
24428800,17682958
5199486,10780165
27196290,26547574
65417135,13635594
